bus_stop_facility,metro_stop_facility,distance_m,transfer_time_s
bus_stop_900000254750_004_BV09535500,metro_stop_350100020613_016_BV10687399,83.57,129.641
bus_stop_350100010237_029_BV10209150,metro_stop_350100020613_016_BV10687399,180.334,210.278
bus_stop_350100010242_003_BV10209150,metro_stop_350100020613_016_BV10687399,186.472,215.393
bus_stop_350100010250_017_BV10209150,metro_stop_350100020613_016_BV10687399,180.334,210.278
bus_stop_350100010255_008_BV10209150,metro_stop_350100020613_016_BV10687399,186.472,215.393
bus_stop_350100010302_019_BV10209150,metro_stop_350100020613_016_BV10687399,180.334,210.278
bus_stop_350100010303_008_BV10209150,metro_stop_350100020613_016_BV10687399,186.472,215.393
bus_stop_900000025642_033_BV10209150,metro_stop_350100020613_016_BV10687399,180.334,210.278
bus_stop_900000194352_018_BV10209150,metro_stop_350100020613_016_BV10687399,180.334,210.278
bus_stop_900000206025_002_BV10209150,metro_stop_350100020613_016_BV10687399,186.472,215.393
bus_stop_350100010034_014_BV10208677,metro_stop_350100020613_017_BV10210902,296.447,307.039
bus_stop_350100010077_021_BV10208677,metro_stop_350100020613_017_BV10210902,296.447,307.039
bus_stop_350100010083_009_BV10208677,metro_stop_350100020613_017_BV10210902,296.447,307.039
bus_stop_350100010107_016_BV10208677,metro_stop_350100020613_017_BV10210902,296.447,307.039
bus_stop_350100010131_021_BV10208677,metro_stop_350100020613_017_BV10210902,296.447,307.039
bus_stop_350100010148_016_BV10208677,metro_stop_350100020613_017_BV10210902,296.447,307.039
bus_stop_350100010149_018_BV10208677,metro_stop_350100020613_017_BV10210902,296.447,307.039
bus_stop_350100010228_021_BV10208677,metro_stop_350100020613_017_BV10210902,296.447,307.039
bus_stop_900000157129_001_BV11472079,metro_stop_350100020613_017_BV10210902,298.875,309.062
bus_stop_900000157130_022_BV11472079,metro_stop_350100020613_017_BV10210902,294.936,305.78
bus_stop_900000172638_001_BV11472079,metro_stop_350100020613_017_BV10210902,298.875,309.062
bus_stop_900000172639_008_BV11472079,metro_stop_350100020613_017_BV10210902,294.936,305.78
bus_stop_350100010033_022_BV10208677,metro_stop_350100020613_017_BV10210902,254.625,272.188
bus_stop_350100010074_014_BV10208677,metro_stop_350100020613_017_BV10210902,254.625,272.188
bus_stop_350100010078_014_BV10208677,metro_stop_350100020613_017_BV10210902,254.625,272.188
bus_stop_350100010084_020_BV10208677,metro_stop_350100020613_017_BV10210902,254.625,272.188
bus_stop_350100010108_022_BV10208677,metro_stop_350100020613_017_BV10210902,254.625,272.188
bus_stop_350100010132_003_BV10208677,metro_stop_350100020613_017_BV10210902,254.625,272.188
bus_stop_350100010147_019_BV10208677,metro_stop_350100020613_017_BV10210902,254.625,272.188
bus_stop_350100010150_011_BV10208677,metro_stop_350100020613_017_BV10210902,254.625,272.188
bus_stop_350100010230_014_BV10208677,metro_stop_350100020613_017_BV10210902,267.538,282.948
bus_stop_350100010310_020_BV10208677,metro_stop_350100020613_017_BV10210902,254.625,272.188
bus_stop_350100010380_012_BV10208677,metro_stop_350100020613_017_BV10210902,254.625,272.188
bus_stop_350100010493_003_BV10208677,metro_stop_350100020613_017_BV10210902,254.625,272.188
bus_stop_900000000888_011_BV10208677,metro_stop_350100020613_017_BV10210902,254.625,272.188
bus_stop_900000206825_006_BV10208677,metro_stop_350100020613_017_BV10210902,253.993,271.661
bus_stop_350100010003_004_BV10809101,metro_stop_350100020613_017_BV10210902,26.404,90.0
bus_stop_350100010004_017_BV10809101,metro_stop_350100020613_017_BV10210902,201.859,228.216
bus_stop_350100010019_016_BV10809101,metro_stop_350100020613_017_BV10210902,201.859,228.216
bus_stop_350100010020_013_BV10809101,metro_stop_350100020613_017_BV10210902,26.404,90.0
bus_stop_350100010041_016_BV10809101,metro_stop_350100020613_017_BV10210902,201.859,228.216
bus_stop_350100010042_012_BV10809101,metro_stop_350100020613_017_BV10210902,26.404,90.0
bus_stop_350100010079_016_BV10809101,metro_stop_350100020613_017_BV10210902,26.404,90.0
bus_stop_350100010080_015_BV10809101,metro_stop_350100020613_017_BV10210902,201.859,228.216
bus_stop_350100010107_017_BV10809101,metro_stop_350100020613_017_BV10210902,201.859,228.216
bus_stop_350100010108_021_BV10809101,metro_stop_350100020613_017_BV10210902,26.404,90.0
bus_stop_350100010111_027_BV10809101,metro_stop_350100020613_017_BV10210902,201.859,228.216
bus_stop_350100010112_009_BV10809101,metro_stop_350100020613_017_BV10210902,26.404,90.0
bus_stop_350100010135_016_BV10809101,metro_stop_350100020613_017_BV10210902,201.859,228.216
bus_stop_350100010136_023_BV10809101,metro_stop_350100020613_017_BV10210902,26.404,90.0
bus_stop_900000112868_013_BV10809101,metro_stop_350100020613_017_BV10210902,26.404,90.0
bus_stop_900000161215_002_BV10809101,metro_stop_350100020613_017_BV10210902,201.859,228.216
bus_stop_900000161216_006_BV10809101,metro_stop_350100020613_017_BV10210902,26.404,90.0
bus_stop_900000206825_005_BV10809101,metro_stop_350100020613_017_BV10210902,26.202,90.0
bus_stop_350100010025_020_BV10208574,metro_stop_350100020613_017_BV10210902,283.667,296.389
bus_stop_350100010026_012_BV10208574,metro_stop_350100020613_017_BV10210902,289.18,300.983
bus_stop_350100010137_022_BV10208574,metro_stop_350100020613_017_BV10210902,283.667,296.389
bus_stop_350100010138_012_BV10208574,metro_stop_350100020613_017_BV10210902,289.18,300.983
bus_stop_350100010619_003_BV10208574,metro_stop_350100020613_017_BV10210902,283.667,296.389
bus_stop_350100010620_018_BV10208574,metro_stop_350100020613_017_BV10210902,289.18,300.983
bus_stop_900000254748_021_BV10208574,metro_stop_350100020613_017_BV10210902,289.18,300.983
bus_stop_900000254750_006_BV10208574,metro_stop_350100020613_017_BV10210902,289.18,300.983
bus_stop_350100010038_030_BV10208513,metro_stop_350100020613_018_BV10687403,193.097,220.914
bus_stop_350100010048_014_BV10208513,metro_stop_350100020613_018_BV10687403,193.097,220.914
bus_stop_350100010109_028_BV10208513,metro_stop_350100020613_018_BV10687403,193.097,220.914
bus_stop_350100010136_021_BV10208513,metro_stop_350100020613_018_BV10687403,193.097,220.914
bus_stop_350100010157_016_BV10208513,metro_stop_350100020613_018_BV10687403,193.097,220.914
bus_stop_350100010316_008_BV09180757,metro_stop_350100020613_018_BV10687403,193.097,220.914
bus_stop_350100010743_026_BV10208513,metro_stop_350100020613_018_BV10687403,193.097,220.914
bus_stop_900000206825_003_BV09180757,metro_stop_350100020613_018_BV10687403,193.196,220.997
bus_stop_350100010003_003_BV10808814,metro_stop_350100020613_018_BV10687403,194.261,221.884
bus_stop_350100010020_012_BV10808814,metro_stop_350100020613_018_BV10687403,210.959,235.799
bus_stop_350100010042_011_BV10808814,metro_stop_350100020613_018_BV10687403,210.959,235.799
bus_stop_350100010079_015_BV10808814,metro_stop_350100020613_018_BV10687403,210.959,235.799
bus_stop_350100010080_016_BV10808814,metro_stop_350100020613_018_BV10687403,290.552,302.127
bus_stop_350100010108_020_BV10808814,metro_stop_350100020613_018_BV10687403,210.959,235.799
bus_stop_350100010112_008_BV10808814,metro_stop_350100020613_018_BV10687403,194.261,221.884
bus_stop_350100010136_022_BV10808814,metro_stop_350100020613_018_BV10687403,210.959,235.799
bus_stop_900000112868_012_BV10808814,metro_stop_350100020613_018_BV10687403,194.261,221.884
bus_stop_900000157130_021_BV10808814,metro_stop_350100020613_018_BV10687403,210.959,235.799
bus_stop_900000161216_005_BV10808814,metro_stop_350100020613_018_BV10687403,210.959,235.799
bus_stop_900000172639_007_BV10808814,metro_stop_350100020613_018_BV10687403,210.959,235.799
bus_stop_900000206825_004_BV10808814,metro_stop_350100020613_018_BV10687403,210.979,235.816
bus_stop_350100010013_027_BV10208391,metro_stop_350100020613_018_BV10687403,242.159,261.799
bus_stop_350100010014_013_BV10208391,metro_stop_350100020613_018_BV10687403,171.216,202.68
bus_stop_350100010047_014_BV10208391,metro_stop_350100020613_018_BV10687403,171.216,202.68
bus_stop_350100010081_017_BV10208391,metro_stop_350100020613_018_BV10687403,242.159,261.799
bus_stop_350100010082_020_BV10208391,metro_stop_350100020613_018_BV10687403,171.216,202.68
bus_stop_350100010107_019_BV10208391,metro_stop_350100020613_018_BV10687403,242.159,261.799
bus_stop_350100010109_029_BV10208391,metro_stop_350100020613_018_BV10687403,242.159,261.799
bus_stop_350100010110_013_BV10208391,metro_stop_350100020613_018_BV10687403,171.216,202.68
bus_stop_350100010173_013_BV10208391,metro_stop_350100020613_018_BV10687403,242.159,261.799
bus_stop_350100010174_023_BV10208391,metro_stop_350100020613_018_BV10687403,171.216,202.68
bus_stop_350100010316_009_BV10208391,metro_stop_350100020613_018_BV10687403,242.159,261.799
bus_stop_350100010317_020_BV10208391,metro_stop_350100020613_018_BV10687403,171.216,202.68
bus_stop_350100010407_020_BV10208391,metro_stop_350100020613_018_BV10687403,171.216,202.68
bus_stop_350100010408_023_BV10208391,metro_stop_350100020613_018_BV10687403,242.159,261.799
bus_stop_350100010742_019_BV10208391,metro_stop_350100020613_018_BV10687403,171.216,202.68
bus_stop_350100010743_027_BV10208391,metro_stop_350100020613_018_BV10687403,242.159,261.799
bus_stop_900000224203_004_BV10208391,metro_stop_350100020613_018_BV10687403,171.216,202.68
bus_stop_900000224206_001_BV10208391,metro_stop_350100020613_018_BV10687403,242.159,261.799
bus_stop_350100010020_010_BV10208567,metro_stop_350100020613_019_BV10687400,284.72,297.267
bus_stop_900000098954_005_BV10208567,metro_stop_350100020613_019_BV10687400,284.72,297.267
bus_stop_350100010019_020_BV10208565,metro_stop_350100020613_019_BV10687400,195.296,222.747
bus_stop_350100010020_009_BV10208565,metro_stop_350100020613_019_BV10687400,206.159,231.8
bus_stop_350100010037_008_BV10208565,metro_stop_350100020613_019_BV10687400,206.159,231.8
bus_stop_350100010038_033_BV10208565,metro_stop_350100020613_019_BV10687400,195.296,222.747
bus_stop_350100010041_020_BV10208565,metro_stop_350100020613_019_BV10687400,195.296,222.747
bus_stop_350100010042_008_BV10208565,metro_stop_350100020613_019_BV10687400,206.159,231.8
bus_stop_350100010079_012_BV10208565,metro_stop_350100020613_019_BV10687400,206.159,231.8
bus_stop_350100010080_019_BV10208565,metro_stop_350100020613_019_BV10687400,195.296,222.747
bus_stop_350100010081_014_BV10208565,metro_stop_350100020613_019_BV10687400,206.159,231.8
bus_stop_350100010082_023_BV10208565,metro_stop_350100020613_019_BV10687400,195.296,222.747
bus_stop_350100010095_008_BV10208565,metro_stop_350100020613_019_BV10687400,206.159,231.8
bus_stop_350100010096_028_BV10208565,metro_stop_350100020613_019_BV10687400,195.296,222.747
bus_stop_350100010167_022_BV10208565,metro_stop_350100020613_019_BV10687400,195.296,222.747
bus_stop_350100010168_015_BV10208565,metro_stop_350100020613_019_BV10687400,206.159,231.8
bus_stop_350100010173_010_BV10208565,metro_stop_350100020613_019_BV10687400,206.159,231.8
bus_stop_350100010174_026_BV10208565,metro_stop_350100020613_019_BV10687400,195.296,222.747
bus_stop_350100010243_008_BV10208565,metro_stop_350100020613_019_BV10687400,195.296,222.747
bus_stop_350100010244_016_BV10208565,metro_stop_350100020613_019_BV10687400,206.159,231.8
bus_stop_350100010335_018_BV10208565,metro_stop_350100020613_019_BV10687400,195.296,222.747
bus_stop_350100010336_015_BV10208565,metro_stop_350100020613_019_BV10687400,206.159,231.8
bus_stop_350100010407_023_BV10208565,metro_stop_350100020613_019_BV10687400,195.296,222.747
bus_stop_350100010408_020_BV10208565,metro_stop_350100020613_019_BV10687400,206.159,231.8
bus_stop_350100010619_011_BV10208565,metro_stop_350100020613_019_BV10687400,195.296,222.747
bus_stop_350100010620_011_BV10208565,metro_stop_350100020613_019_BV10687400,206.159,231.8
bus_stop_900000081248_019_BV10208565,metro_stop_350100020613_019_BV10687400,195.296,222.747
bus_stop_900000081249_008_BV10208565,metro_stop_350100020613_019_BV10687400,206.159,231.8
bus_stop_900000112868_009_BV10208565,metro_stop_350100020613_019_BV10687400,206.159,231.8
bus_stop_900000161215_005_BV10208565,metro_stop_350100020613_019_BV10687400,197.157,224.298
bus_stop_900000161216_003_BV10208565,metro_stop_350100020613_019_BV10687400,206.159,231.8
bus_stop_900000172638_004_BV10208565,metro_stop_350100020613_019_BV10687400,195.296,222.747
bus_stop_900000172639_005_BV10208565,metro_stop_350100020613_019_BV10687400,206.159,231.8
bus_stop_900000220692_009_BV10208565,metro_stop_350100020613_019_BV10687400,206.159,231.8
bus_stop_900000220694_001_BV10208565,metro_stop_350100020613_019_BV10687400,195.296,222.747
bus_stop_350100010019_019_BV10208567,metro_stop_350100020613_019_BV10687400,268.582,283.819
bus_stop_350100010038_032_BV10208567,metro_stop_350100020613_019_BV10687400,268.582,283.819
bus_stop_350100010041_019_BV10208567,metro_stop_350100020613_019_BV10687400,268.582,283.819
bus_stop_350100010080_018_BV10208567,metro_stop_350100020613_019_BV10687400,268.582,283.819
bus_stop_350100010082_022_BV10208567,metro_stop_350100020613_019_BV10687400,268.582,283.819
bus_stop_350100010096_027_BV10208567,metro_stop_350100020613_019_BV10687400,268.582,283.819
bus_stop_350100010167_021_BV10208567,metro_stop_350100020613_019_BV10687400,268.582,283.819
bus_stop_350100010174_025_BV10208567,metro_stop_350100020613_019_BV10687400,286.958,299.131
bus_stop_350100010243_007_BV10208567,metro_stop_350100020613_019_BV10687400,268.582,283.819
bus_stop_350100010335_017_BV10208567,metro_stop_350100020613_019_BV10687400,268.582,283.819
bus_stop_350100010407_022_BV10208567,metro_stop_350100020613_019_BV10687400,268.582,283.819
bus_stop_900000081248_018_BV10208567,metro_stop_350100020613_019_BV10687400,268.582,283.819
bus_stop_900000098953_001_BV10208567,metro_stop_350100020613_019_BV10687400,268.582,283.819
bus_stop_900000161215_004_BV10208567,metro_stop_350100020613_019_BV10687400,295.084,305.904
bus_stop_350100010619_010_BV11316326,metro_stop_350100020613_019_BV10687400,145.345,181.121
bus_stop_350100010620_012_BV11316326,metro_stop_350100020613_019_BV10687400,147.707,183.089
bus_stop_350100010014_008_BV10208501,metro_stop_350100020613_020_BV10687402,210.969,235.807
bus_stop_350100010022_011_BV10208501,metro_stop_350100020613_020_BV10687402,210.969,235.807
bus_stop_350100010065_008_BV10208501,metro_stop_350100020613_020_BV10687402,193.785,221.488
bus_stop_350100010068_013_BV10208501,metro_stop_350100020613_020_BV10687402,210.969,235.807
bus_stop_350100010092_013_BV10208501,metro_stop_350100020613_020_BV10687402,210.969,235.807
bus_stop_350100010108_015_BV10208501,metro_stop_350100020613_020_BV10687402,210.969,235.807
bus_stop_350100010112_003_BV10208501,metro_stop_350100020613_020_BV10687402,193.785,221.488
bus_stop_350100010117_009_BV10208501,metro_stop_350100020613_020_BV10687402,210.969,235.807
bus_stop_350100010139_006_BV10208501,metro_stop_350100020613_020_BV10687402,210.969,235.807
bus_stop_350100010235_015_BV10208501,metro_stop_350100020613_020_BV10687402,210.969,235.807
bus_stop_350100010240_018_BV10208501,metro_stop_350100020613_020_BV10687402,210.969,235.807
bus_stop_350100010264_016_BV10208501,metro_stop_350100020613_020_BV10687402,210.969,235.807
bus_stop_350100010271_006_BV10208501,metro_stop_350100020613_020_BV10687402,210.969,235.807
bus_stop_350100010288_012_BV10208501,metro_stop_350100020613_020_BV10687402,193.785,221.488
bus_stop_350100010490_015_BV10208501,metro_stop_350100020613_020_BV10687402,210.969,235.807
bus_stop_900000049875_010_BV10208501,metro_stop_350100020613_020_BV10687402,210.969,235.807
bus_stop_900000106362_012_BV10208501,metro_stop_350100020613_020_BV10687402,193.785,221.488
bus_stop_350100010013_033_BV10208503,metro_stop_350100020613_020_BV10687402,169.781,201.485
bus_stop_350100010038_035_BV10208503,metro_stop_350100020613_020_BV10687402,169.781,201.485
bus_stop_350100010066_018_BV10208503,metro_stop_350100020613_020_BV10687402,169.781,201.485
